KEYS,en,chn
,,
S128L1,"On March 22nd, Imperial Core Planet-Planet Light - Emperor Capital - Imperial Palace, no matter how one looks at it, the Emperor seems to have more power than Zoo.Don. You decided to surrender to the Emperor, confess everything, and beg for forgiveness",3月22日， 帝国核心星球-光明星-帝都-帝国皇宫， 不管怎么看， 帝皇都比左敦有势力， 你决定向帝皇自首， 坦白一切， 祈求原谅
S128L2,"You say……You were lured by Zoo.Don to kill Zhang.Jingya and Zhao.Tiebi?""",你说……你是受了左敦的蛊惑， 才出手杀了张静雅和赵铁壁？
S128L3,"Yes, everything I said is true, without any omissions. Zoo.Don harbors disloyal intentions and designs evil plots. His ambition is blatantly obvious. He frame loyal officials and attempts to turn the Empire into a chaotic mess. I am deeply aware that this matter concerns the safety of the country, so I dare not hide anything. Today, I dare to speak out only to expose Zoo.Don's crimes and ensure the stability of our country. Your Majesty is insightful and will surely see through Zoo.Don's tricks, restoring peace and clarity in the country",是的， 我所言句句属实， 不敢有一点错漏， 左敦怀有不臣之心， 图谋不轨， 其野心昭然若揭。他设计陷害忠良， 企图将帝国搅得乌烟瘴气。我深知此事关乎国家安危， 故不敢有丝毫隐瞒， 今日斗胆进言， 只为揭露左敦的罪行， 以保我国江山稳固。陛下明察秋毫， 定能识破左敦的奸计， 还国中一片清明
S128L4,"Hmph, absurd. Zoo.Don is my trusted minister, the commander of the military department, and a highly esteemed official. In recent years, he has repeatedly established military achievements in eliminating rebels. How can you defame him like this?",哼， 荒唐， 左敦是我的心腹爱将， 官居军部主帅， 位极人臣， 近年来更是为了铲除叛军屡立军功， 又岂能被你如此污蔑
S128L5,"Sir, the records of the assassination tasks he gave me for the other two commanders are in my terminal. A simple check will reveal the truth!",陛下， 我的终端里有他发布给我的暗杀其他两名主帅的任务的记录， 一查便知！
S128L6,"Records can be falsified, and this is meaningless. Although you are Dirty Blade of the Empire, it is still not enough to convince me to believe your accusation against the commander of the Imperial Army. Moreover, the Alliance diplomat Joy White was attacked in the Empire, and your appearance now makes it difficult for me not to suspect that you have been bought by the enemy forces",记录可以伪造， 这并没有什么意义， 虽然你是帝国的脏刃， 但还是不够说服我相信你对帝国军不主帅的指控， 更何况联盟外交官白悦然在帝国遇袭， 你现在来这么一出， 很难不让我觉得你是被敌对势力收买了啊
S128L7,"Your Majesty, I am innocent! I have served the country with utmost devotion and loyalty, never harboring any disloyal intentions. The assassination was truly planned and directed by Zoo.Don, and I was only kept in the dark. Recently, I have come to realize the truth and hastened to confess to your majesty",陛下， 臣冤枉啊！臣一生为国， 尽心竭力， 从无半点不轨之心。暗杀的事情， 真的是左敦一手策划指使， 我只是被蒙在鼓啊， 最近才幡然醒悟， 赶紧来找陛下自首
S128L8,"Hmph, apart from shouting your innocence, can't you say anything else? In that case, you might as well be taken away",哼， 除了喊冤， 你就不会说点别的了吗？既然如此， 不如就拖下去吧
S128L9C1,"No, Your Majesty! I am innocent!",不要啊， 陛下， 臣冤枉啊……
S128L9C2,"Your Majesty, I am willing to abandon myself and being the sharpest sword in your hand and cut through all obstacles for you. Wherever your gaze falls, that is where my blade will reach, without asking about right or wrong, honor or disgrace",陛下， 我愿舍弃自我， 成为您手中最锋利的刀， 为您斩尽一切荆棘， 您的目光所向， 便是我的刀锋所及， 不问对错， 不问荣辱
,,
S129L1,"On March 22nd, On March 22nd, Imperial Core Planet-Planet Light - Emperor Capital - Imperial Palace, a drop of cold sweat slowly slid down your cheek. Even though you never believed in gods, you couldn't help but pray in your heart that your quick-witted words would move the Emperor……",3月22日， 帝国核心星球-光明星-帝都-帝国皇宫， 一滴冷汗顺着你的脸颊缓缓滑落， 本来不信神的你也不禁在心中祈祷你刚刚急中生智的一番话能打动帝皇……
S129L2,"It's commendable that you still remember the duties of the Dirty Blade. Looking around, all the officials in the court have their own agendas, scheming for their own petty interests and neglecting the welfare of the country and its people. It's truly heartbreaking and keeps me up at night",难为你还记得脏刃的职责， 举目望去， 满朝文武都各怀心思， 为了自己的蝇头小利搞来搞去， 弃国计民生于不顾， 真是让人痛心疾首， 夜不能寐啊
S129L3,"I, as your balde, am willing to punish evil and eliminate vice for your majesty, so that you may sleep peacefully",臣， 愿为陛下惩奸除恶， 得高枕无忧
S129L4,"Excellent, excellent. This is what a loyal subject of the Empire should be. From this day onward, I order you to establish the Literary Battlefield Hall, which will be directly under my jurisdiction. It will be responsible for various matters both inside and outside the Empire, maintaining the clarity and stability of the court!",好好好， 这才是帝国的忠臣， 从即日起， 责令你成立文阵堂， 直属我的管辖， 负责帝国内外大小诸事， 维护朝廷的清明与稳定！
S129L5,"I will follow your holy orders, and I will do my utmost to serve the country and maintain the clarity and stability of the Empire.",谨遵圣命， 我定当全力以赴， 舍身报国， 维护帝国的清明与稳定
S129L6,"One week later, you built the Literary Battlefield Hal around the Hidden Shadow Force and are currently reporting at the Imperial Palace……Well done. I will give you your first task. Go and inspect those ministers and generals who have opposed me. Check if they have any problems. Anyone who dares to resist can be killed without mercy",一周后， 你围绕隐影部队打造了文阵堂， 目前正在帝国皇宫禀告。做的不错， 那我就给你第一个任务， 去把这些反对过我的大臣和将领们检查一下吧。查查他们是不是有什么问题， 敢反抗的格杀勿论
S129L7,I obey your orders and will ensure the mission is completed!,遵命， 保证完成任务！
S130L1,"On March 30th, at the Imperial Military Department, a report came in: The left vanguard of the ImperialBlade Army has refused to be arrested and has fled with some of his men. We have engaged them multiple times, but they are not our match. Please send reinforcements",3月30日， 帝国军部， 报告：御锋军左先锋拒捕， 挟部分手下逃亡， 目前已经多次和他交手， 但我们不是对手， 还请派出增援
S130L2,"It's alright, I will personally take action",没事， 我会亲自出马
,,
S131L1,"On April 5th, at the Imperial Military Headquarters, a report came in: The Guard Commander of the ImperialBlade Army has refused arrest and fled with some of his followers. We have engaged with them multiple times, but they are too strong for us. Please send reinforcements",4月5日， 帝国军部， 报告：御锋军亲卫队统领拒捕， 挟部分手下逃亡， 目前已经多次和他交手， 但我们不是对手， 还请派出增援
S131L2,"It's okay, I will personally handle this",没事， 我会亲自出马
,,
S133L1,"April 9th, the core planet of the Empire - Planet Light - Emperor Capital - Imperial Palace, the Emperor flipped through the report you submitted, nodding frequently",4月9日， 帝国核心星球-光明星-帝都-帝国皇宫， 帝皇翻看着你递交的报告， 频频点头
S133L2,"Not bad, you did a good job on this. But what's the situation with Cameron? Why isn't there any evidence of his guilt?",不错， 你这件事干得漂亮。不过这卡梅伦是什么情况？为何他没有罪证？
S133L3,"After my investigation, I found out that he is a neutral figure and did not participate in the rebellion led by Zoo.Don",经过臣的盘查， 发现他是一名中立派， 并没有参与过左敦叛上作乱的谋划
S133L4,I think he did. What do you think?,我觉得他有， 你怎么看？
S133L5,"I understand, my interrogation was not stringent enough. I will conduct a stricter interrogation next time",臣明白了， 是臣搜寻拷问的时候力度不够， 接下来我一定严加审讯
S133L6,"Leave the interrogation to your subordinates. These days, I've been thinking about why Zoo.Don has taken so long to eliminate the rebels and still hasn't finished the job. I need you to clear out the rebels' strongholds. Do you understand?",审讯的事让你的手下去办就行了， 这几天我一直在想， 为什么左敦剿灭叛军剿了这么久， 还是没消灭干净？接下来我需要你去清剿叛军的据点， 你明白了吗？
S133L7,"Yes, I will 'accidentally' discover evidence of Zoo.Don secretly funding the rebels to strengthen their power while eliminating them",明白， 臣会在剿灭叛军的时候“意外”发现左敦暗中资助叛军养寇自重的证据
S133L8,"Excellent. Since you understand, go and handle it",很好， 既然明白了， 那就去办吧
,,
S134L1,"April 15th, Imperial Abandoned Planet - Planet Forsaken - the Rebel Base",4月15日， 帝国废弃星球-遗域星-叛军营地
S134L2,"I never expected the rebels' main camp to be here. That's why the Empire couldn't find it for so many years. But looking at the barrenness of this place, it's destined to never grow strong. That's why the rebels, despite developing for so many years, still only dare to raid the Empire's convoys",没想到叛军的大本营居然是在这里， 怪不得帝国这么多年都找不到。不过看这里的贫瘠程度， 注定没法发展壮大， 也难怪叛军发展了这么多年还是只敢打劫帝国的运输队
S134L3,"Report, we have discovered the escape route of the remaining rebels and are pursuing them. Requesting reinforcements",报告， 已经发现叛军余孽的逃跑路线， 正在追击， 请求增援
S134L4,"Excellent. Team 3, stay to clear the battlefield. Team 1, stay to provide security. Team 2, follow me in pursuit",很好， 3队留下打扫战场， 1队留下负责警戒， 2队随我追击
,,
S135L1,"April 20th, the core planet of the Empire - Planet Light - Emperor Capital- Imperial Palace, the Emperor flipped through your combat records and summary report on eliminating the rebels, nodding and then shaking his head",4月20日， 帝国核心星球-光明星-帝都-帝国皇宫， 帝皇翻看着你剿灭叛军的作战记录和总结报告， 点了点头， 又摇了摇头
S135L2,"Well, you did an excellent job on this mission. But unfortunately, you didn't control Zoo.Don in advance. He escaped as soon as you sent troops to encircle the rebels",嗯， 你这次任务完成得很出色。但是可惜， 你没有提前控制住左敦， 他在你出兵围剿叛军的那一刻就已经逃亡了
S135L3,"Please forgive me, Emperor. My momentary oversight has led to the escape of such a serious criminal. I beg your punishment",陛下恕罪， 臣一时失察， 致使如此重犯潜逃， 还请陛下责罚
S135L4,"What crime have you committed? You are a great hero of the Empire. I heard that you showed leniency to the families of the generals of the ImperialBlade Army, and now they are gathering together and fleeing towards the border. I think Zoo.Don should be among them, don't you think?",你何罪之有啊？你可是帝国的大功臣呢。听说你对御锋军将领的家属们网开一面， 现在他们聚集在一起， 正在往边境跑， 我觉得左敦应该也在其中， 你觉得呢？
S135L5,"You felt chilled to the bone. Since the founding of the country, political struggles have never harmed the families of the perpetrators. Could the Emperor be asking you to break this precedent? You couldn't help but probe: With the wise judgment of Your Majesty, it is difficult to ensure that the families of such criminal officials, who are their closest relatives, won't collude with them. This time, Your Majesty did not pursue them, but they dared to gather and flee in groups. It is likely that Zoo.Don's escape has something to do with them",你觉得遍体生寒， 自建国以来政治斗争祸不及家人， 难道帝皇是想让你破了这个先例？你忍不住试探道：陛下明鉴， 像这种罪臣的家属， 是他们最亲近的人， 难保不会同流合污。这次陛下没有追究他们， 他们反而敢聚众逃跑， 想必左敦出逃， 与他们脱不了干系
S135L6,"Good. If that's the case, you know what to do",很好， 既然这样， 你知道该怎么做了吧
S135L7,"Yes, I will immediately apprehend them, interrogate them rigorously, and find their evidence of guilt and Zoo.Don's whereabouts",是的， 臣这就去把他们缉拿归案， 严加审讯， 必要找出他们的罪证和左敦的去向
S135L8,Remember to clean up the aftermath cleanly and leave no traces behind,记住事后清理的干净点， 别留下什么痕迹
S135L9,"Yes, I will keep that in mind",遵命， 谨记在心
,,
S136L1,"April 30th, the core planet of the Empire - Planet Light - Emperor Capital- Imperial Palace, after relentless and brutal interrogations day and night, you still couldn't find out Zoo.Don's whereabouts. As the days passed by without any progress, you felt a sense of urgency. Suddenly, the Emperor summoned you to the palace",4月30日， 帝国核心星球-光明星-帝都-帝国皇宫， 在你日以继夜的残酷拷问下， 还是没有问出左敦的下落， 眼看日子一天天消磨， 而你没有任何进展， 不禁感到一阵着急， 结果这天， 帝皇突发命令将你召进皇宫
S136L2,"Well, Pension, have you made any progress these days? Have you found Zoo.Don's whereabouts?",嗯， 潘森， 你这几天有什么成果吗？左敦的下落找到了吗？
S136L3,"I beg your forgiveness, Your Majesty, I haven't yet. Please give me a few more days",启禀陛下， 还没有， 还请再宽限几天
S136L4,"Ha-ha, I knew you hadn't found him. But don't worry, just yesterday, the imperial elder Huck came to me and told me about Zoo.Don's possible hiding place as a sign of goodwill",哈哈， 我就知道你还没找到， 不过你别着急， 就在昨天， 帝国元老哈克找到我， 告诉了我左敦可能的藏身地， 作为示好
,,
S136L5,"Please reveal to me the location of Zoo.Don, and I will set out immediately to arrest him",还请陛下将左敦的位置示下， 臣现在就动身去抓捕他归案
S136L6,"Yes, but in addition to that, I also need you to prepare to deal with this old scoundrel Huck. Once you capture Zoo.Don, immediately execute him on the spot and then return to the capital to eliminate Huck's entire family",嗯， 不过除此之还， 还需要你准备处理哈克这个老匹夫， 等你抓到左敦之后， 立即就地正法， 然后回帝都灭掉哈克满门
S136L7,"You were stunned by the Emperor's command. Huck was an imperial elder with intricate connections and influence throughout the Empire. For a moment, you even thought you had heard wrongly and couldn't help but ask: And what crime will be used?",你一时被帝皇的命令震慑住了， 哈克是帝国元老， 势力关系在帝国盘根错节， 有那么一瞬间， 你甚至觉得自己听错了， 忍不住问道：那用什么罪名呢？
S136L8,"The Emperor looked at your incredulous eyes and and sneered disdainfully: I sent you to investigate for so long and you couldn't find Zoo.Don's whereabouts, but this old scoundrel could. This shows that he either has a powerful intelligence network or is closely associated with Zoo.Don. That's his first crime. This old scoundrel only came to add a finishing touch when everything was settled. That's his second crime. And he often disrespects me. That's his third crime. So let's use the charge of treason",帝皇看着你难以置信的眼神， 不屑地笑了， 道：我派你查了这么久都没查到左敦的下落， 这老匹夫却能查到， 说明他要不是培养了强大的情报网就是跟左敦来往密切， 此其罪一。这老匹夫到了现在尘埃落定才来锦上添花， 此其罪二。另外这老匹夫时常对我不敬， 此其罪三。所以还是用叛国罪吧
S136L9,"This……I will comply, but Huck has been operating in the Empire for decades, with disciples and acquaintances throughout the Empire. I'm afraid there will be a lot of resistance if we go through the entire process of arrest, trial, and execution",这……臣遵命， 只是这哈克老匹夫在帝国经营几十年， 门生故旧遍布全帝国。一套抓捕审判行刑的流程下来， 我怕会有很多阻力啊
S136L10,"Good, you have learned to consider political consequences. It's precisely because he is so powerful that I must eliminate him. Otherwise, in a few decades, the throne of the Empire might change hands. Regarding the resistance, don't worry. Whoever dares to stop you is stopping me. Just treat them as accomplices of treason and deal with them accordingly. Oh, and now the ImperialBlade Army is leaderless. You will lead them to capture Zoo.Don",不错， 你已经学会考虑政治后果了， 正是因为他如此势大， 我才更要除掉他了， 否则再过个几十年， 怕是帝国的江山就要易主了啊。至于阻力， 你不用怕， 谁敢拦你， 就是在拦我， 就当叛国的同党一起处理了就行。哦， 对了， 现在御锋军群龙无首， 你就带着他们去追捕左敦吧
S136L11,"Yes……I will comply, but the ImperialBlade Army was once Zoo.Don's subordinates. Taking them to capture Zoo.Don might……",遵……遵命， 只是御锋军曾经是左敦的部下， 带着他们去追捕左敦， 可能……
S136L12,"It's alright. From today onward, you are the commander of the ImperialBlade Army. I have been dissatisfied with this old army for a long time. If anyone disobeys you or sides with Zoo.Don, I allow you to punish them according to military law",无妨， 从今天起， 你就是御锋军的统帅了， 我早就对这支老爷军不满了， 谁要是不服你或者心向左敦， 我允许你就地军法处置
S136L13,"Alright, I will comply!",好的， 遵命！
S136L14,"Fool, who gave you permission to bring my troops to besiege me? All troops, listen to my command and eliminate Pension!",蠢货， 谁允许你带着我的部队来围剿我， 全体听令， 给我灭了潘森
,,
S137L1,"On the core planet of the Empire - Planet Light - Emperor Capital- Imperial Palace, after the failure of your last mission, you arrived early at the palace, anxiously awaiting the Emperor's inquiry",帝国核心星球-光明星-帝都-帝国皇宫， 上次的任务失败了， 你早早地来到了皇宫， 忐忑地等待着帝皇的垂询
S137L2,"However, to your disappointment, the Emperor's paranoia had grown with the deaths or betrayals of the military commanders. You waited from morning to noon, then from noon to the afternoon, and finally, until midnight, a servant from the palace brought you a beverage, saying nothing……",然而令你失望了， 帝皇随着军部主帅们的或死或叛而愈加多疑， 你从早上等到中午， 再从中午等到下午， 最后到了半夜， 皇宫的侍从端来了一杯饮品， 什么也没说……
S137L3,"With trembling hands, you picked it up and drank it……The next day, the Empire News read: Traitorous rebel Pension committed suicide by poison in fear of punishment",你颤抖着手拿起喝下……第二天， 帝国新闻：乱臣贼子潘森， 畏罪服毒自杀……
,,
S138L1,"On June 1st, the core planet of the Empire - Planet Light - Emperor Capital- Imperial military headquarters, you looked at the invitation to the victory celebration in your hand, which had been delivered to you by the Emperor's envoy",6月1日， 帝国核心星球-光明星-帝都-军部， 你看着手上庆功宴的请柬， 这是帝皇派人送到你手上的
S138L2,"Gazing at the bright red invitation in front of you, the tumultuous changes in the Empire over the past month surged through your mind like a tidal wave. During this month, various factions in the Empire had been swept away like falling leaves, and anyone who slightly touched the Emperor's suspicions would inevitably meet with misfortune. The entire imperial capital seemed to be shrouded in a bloody haze, where executioners repeatedly washed away the bloodstains of the previous day, and every day, fear turned into despair. The civilians referred to this cruel period as ""Bloody May"", which would become an indelible memory in the history of the Empire. Now, the mastermind behind all this had sent you an invitation to the victory celebration, whereas in the past, the Emperor never contacted you so formally.",凝视着眼前那封鲜红的请柬， 往昔的一个月里， 帝国的风云变幻如潮水般涌上你的心头。这一个月， 帝国的各个派系如落叶般纷纷被清扫， 只要稍有触及帝皇疑忌的边界， 便难逃厄运。整个帝都仿佛被血色的阴霾笼罩， 行刑台上， 刽子手们一遍又一遍地冲刷着昨血迹， 每天都有恐惧变成绝望。民间将这段残酷的时间称之为“血色五月”， 那将成为帝国历史上一段无法抹去的记忆。现在， 这一切的幕后主使给你发了庆功宴的请柬， 而过去， 帝皇找你从来不会如此正式
S138L3C1,"It seemed that my efforts had finally been recognized by the Emperor, and presumably, this victory celebration was a reward for my services. From now on, I would be considered a powerful figure in the Empire, second only to the Emperor, and even further advancement was not impossible……",看来我的努力总算得到了帝皇的认可， 想必这次庆功宴也是帝皇对我的嘉奖， 从此我也算是帝国的一方大佬了， 一人之下， 万万人之上， 甚至更进一步， 也不是不可能……
S138L3C2,"No, the Emperor had been on a tour during the entire Bloody May, never openly stating anything, and all the killings were his secret orders. Now, suddenly, he wants to hold a banquet, which is likely to be a trap! Thinking about the Emperor's methods, I should rebel! Since all of the Emperor's trusted aides will be attending this banquet, I can eliminate them all in one fell swoop!",不对， 整个血色五月帝皇都在外巡游， 从没明说过什么， 杀的人都是他暗中下的命令。现在突然要搞什么宴会， 只怕是鸿门宴！想想帝皇的手段， 干脆反了吧！正好帝皇的心腹都会参加这次宴会， 干脆一网打尽！
,,
S139L1,"On June 4th, the core planet of the Empire - Planet Light - Emperor Capital- Imperial Palace - imperial palace banquet hall, you attended the victory celebration arranged by the Emperor in full attire. In your mind, you reviewed the prepared speech over and over again, which you had written over two consecutive nights, filled with praises for the Emperor. However, to your disappointment, the Emperor did not appear. Suddenly, several guards emerged and captured you. They read out your charges in front of the new aristocrats of the Empire at the banquet, and declared that you would be beheaded the next day",6月4日， 帝国核心星球-光明星-帝都-皇宫宴会厅， 你盛装出席帝皇安排的庆功宴， 心里一遍遍回顾早就准备好的发言稿， 那是你准备了两个通宵写好的充斥着对帝皇歌功颂德文字的一篇稿子， 然而让你失望的是， 帝皇没有现身， 几个卫兵突然出现将你擒拿， 当着宴会上帝国新贵的面宣读了你的罪状， 并生命将在明天将你问斩
S139L2,"Some of them looked astonished, some whispered, and others watched with cold eyes, as if they were enjoying a tragedy that had been predicted long ago. Your heartbeat suddenly accelerated, but then you calmed down. You knew that panicking at this moment would only make you look more disheveled. You took a deep breath, straightened your back, and scanned everyone in the room with a determined gaze. Your voice, though not loud, was filled with strength: Everyone, I don't know the reason for today's events, but I firmly believe that the Emperor's justice and wisdom will uncover the truth",他们有的面色惊愕， 有的窃窃私语， 还有的则是冷眼旁观， 仿佛在欣赏一出早已预知的悲剧。你的心跳瞬间加速， 但随即又冷静下来。你明白， 此刻的慌乱只会让你更加狼狈。你深吸一口气， 挺直腰板， 目光坚定地扫视着在场的每一个人。你的声音虽然不大， 但却充满了力量：各位， 今日之事， 我虽不知缘由， 但我坚信， 帝皇的公正与智慧定能查明真相
S139L3,"You turned to the guards, with no trace of fear in your voice: I will follow you, but I hope that before my execution tomorrow, I will have the opportunity to personally present my innocence to the Emperor……",你转向那些卫兵， 声音中不带一丝惧意：我愿随你们而去， 但我希望在明天的问斩之前， 能够有机会向帝皇亲自陈述我的清白……
S139L4,"However, it was all in vain. You never saw the Emperor again……No, perhaps you did, after your head had fallen. Presumably, someone would present your head to the Emperor",然而并没有什么用， 你从此再也没有见过帝皇……不， 或许见过， 在你的人头落地之后， 想必会有人为帝皇献上你的人头
,,
S140L1,"On June 4th, the core planet of the Empire - Planet Light - Emperor Capital- Imperial Palace, you skillfully excused yourself from the bustling banquet hall and secretly mobilized troops. While the Emperor was immersed in the joy of the victory celebration, you resolutely led a contingent of elite troops to surround the palace, shouting loudly to the Emperor, demanding his immediate surrender. At the same time, you utilized various channels to expose the truth of Bloody May throughout the Empire, pointing out that it was all the Emperor's doing. Upon hearing this news, the people of the Empire were filled with doubts. Meanwhile, the new military commanders inside the palace were mostly still indulging in the banquet, trapped by your well-planned siege, unable to organize effective resistance in time. With careful planning and decisive action, you were unstoppable for a moment",6月4日， 帝国核心星球-光明星-帝都-皇宫， 你巧妙借故离开了热闹的皇宫宴会厅， 暗中调兵遣将。趁着帝皇沉浸在庆功宴的欢愉中， 你果断率领精锐部队包围了皇宫， 高声向帝皇喊话， 要求其立即投降。同时， 你利用多种渠道向帝国各地揭露了血色五月的真相， 指明这一切皆是帝皇所为。帝国的民众初闻此事， 心中疑虑重重。此时， 皇宫内的新军事统帅们大多还沉浸在宴会之中， 被你精心策划的包围行动所困， 无法及时组织有效抵抗。你凭借精心筹划和果断行动， 一时间竟无人能挡你的步伐
S140L2,"I have always treated you well, why do you rebel?",我一直待你不薄， 你为什么要反叛？
S140L3,"Tyrant, you forced me to harm loyal and righteous people, your crimes are blatantly obvious. Now I am determined to rise up with a righteous army to eradicate your brutal rule, restore justice to the world, and let fairness prevail!",恶帝， 你逼迫我残害忠良之士， 罪行昭然若揭， 如今我决心振臂而起， 以正义之师铲除你这残暴的统治， 还世间一个朗朗乾坤， 让公道得以彰显！
S140L4,"Well, well, well. The dog I raised dares to bite its master. Today, I will let you, this vicious dog, see the two-hundred-year foundation of the Empire!",好好好， 我养的狗竟然敢咬主人了， 今天我就让你这恶犬看看， 帝国这两百年的底蕴！
,,
S141L1,"In the end, you were still forced to bear all the blame, and the world mercilessly labeled you as the ""Demon of the Empire,"" even calling you the ""instigator of the Bloody May in the Empire"" and the ""loyal henchman of the Emperor Under the gaze of the people of the imperial capital, you suffered a cruel execution, but there was no sound of mourning around you, only cheers and celebrations from the crowd. It seemed as if your fate had already been forgotten by the world, and your grievances and helplessness dissipated in the cheers, with no one willing to delve into whether you were just a pawn used by others",最终， 你还是被迫背负了所有的罪名， 世人将你无情地贴上了“帝国恶魔”的标签， 更称你为“帝国血色五月的始作俑者”以及“帝皇的忠实走狗”。在帝都人民的瞩目之下， 你遭受了残酷的处刑， 四周却没有一声哀悼， 只有人群中的欢呼与庆贺， 仿佛你的命运早已被世人遗忘， 你的冤屈与无奈在欢呼声中消散， 无人愿意探究你是否只是被他人利用的棋子
,,
S142L1,"Your rebellion was extremely successful. The last dying struggle of the emperor did not cause any obstacles to you, and you successfully destroyed the royal family and took control of the new aristocrats of the empire. Because of your usurpation of the throne, you were more suspicious than the previous emperor, and your means were even more cruel and ruthless. Under your iron-fisted rule, no one in the entire empire dared to challenge your authority, and your will became the only criterion of the empire, which no one could violate",你的叛乱异常顺利， 帝皇最后的垂死挣扎没有对你造成任何阻碍， 你成功地覆灭了皇室， 掌控了帝国的新权贵们。因为篡位的缘故， 你比之前的帝皇更多疑， 你的手腕比帝皇更加严酷而无情。在你的铁腕统治下， 整个帝国无人敢挑战你的权威， 你的意志成为了帝国的唯一准则， 无人能违
S142L2,"On a sunny, dappled afternoon, as you sat alone, preparing to enjoy the company of a beautiful woman presented by your trusted aide, a chill suddenly came over you. You saw that seemingly gentle beauty, her tightly clenched dagger instantly piercing your chest. She leaned close to your ear, her voice as cold as ice, clear and ruthless: ""Emperor, the interstellar heroes salute you. Your crimes have been judged by me. Farewell."" Your heart seemed to stop beating at that moment, and the beautiful woman in front of you gradually overlapped with Sage, who you had met by chance in your memory. You tried to cry out, but the gushing blood instantly choked your throat, and all cries for help turned into desperate gasps. In this last moment of life, fear, anger, and despair intertwined into chaos, and your eyes were filled with resentment and regret. Finally, in the endless darkness, you left this world that you once ruled",在一个阳光斑驳的午后， 当你独自静坐， 准备享受身边亲信献上的佳人时， 一股寒意突然袭来。只见那位看似温婉的美女， 手中紧握的匕首瞬间刺破了你的胸膛， 她贴近你的耳畔， 声音如冰， 清晰而冷酷：“帝皇， 星际侠客在此向你致意。你的罪行已被我审判， 永别了。“你的心跳在那一刻仿佛停滞， 眼前的佳人逐渐与记忆中那个与你萍水相逢的莎姬重合。你试图呼喊， 但涌出的鲜血瞬间堵住了你的喉咙， 所有的呼救都化作了绝望的喘息。在这生命的最后一刻， 恐惧、愤怒、绝望交织成一片混沌， 你的眼中满是不甘与懊悔。最终， 在无尽的黑暗中， 你离开了这个你曾经统治的世界
,,
S143L1,"On March 24th, Imperial Core Planet-Planet Light - Emperor Capital - private meeting room, you were brought here by Zoo.Don's men as soon as you returned to the imperial capital",3月24日， 帝国核心星球-光明星-帝都-军部-私人会客室， 你刚回到帝都， 便被左敦派人带到了这里
S143L2,Now the entire Empire believes that you killed Joy White and is preparing to use you as a scapegoat to quell the anger of the Alliance. How dare you return to the imperial capital?,现在整个帝国都认为是你杀了白悦然， 准备拿你出去顶缸平息联盟的怒火， 你居然还敢返回帝都？
S143L3,She wasn't killed by me. I'm being falsely accused. I'm returning to the imperial capital this time to prove my innocence,她不是我杀的， 我是被污蔑的， 我这次返回帝都， 就是要证明我的清白
S143L4,"Fool, do you think anyone cares about your innocence? Whether it's the Alliance or the Empire, they only care about whether something is beneficial to themselves. Your life or Joy White's life is just a political chip, and even less so, innocence. Now in the entire imperial capital, only I can save you, because only the peace faction that I represent does not want the Empire and the Alliance to go to war so early",蠢货， 你觉得有人在乎你的清白吗？不管联盟还是帝国， 都只在乎一件事是不是对自己有利。你或者白悦然的死活， 不过是政治上的筹码而已， 更何况清白。现在整个帝都， 只有我能救你， 因为只有我所代表的主和派， 不希望帝国和联盟这么早地开战
S143L5,"You hesitated for a moment, but ultimately the desire for survival prevailed, and you said, So, Commander Zoo, what do you need my assistance or services? Please feel free to command. Do you need me to testify that the pro-war faction led by Zhang.Jingya planned the assassination of Joy White? That was my previous plan",你犹豫了一下， 最终还是求生的欲望占据了上风， 说道：那左主帅你找我来， 不知有何事需要我的协助或效劳？请随时吩咐。需要我指证张静雅领导的主战派策划了对白悦然的暗杀吗？这是我之前计划的
S143L6,"No, no, no. Tomorrow, the Empire will try you in front of the representatives of the Alliance, and the Emperor will also be present. All you have to do is state that you once received an assassination mission, but for some reason, you did not carry it out. Do not implicate any commanders",不不不， 明天帝国会在联盟代表的面前审判你， 帝皇也会出席， 你要做的就是说明曾经接到过暗杀任务， 但是你出于某种原因并未执行， 不要牵扯到任何一名主帅
S143L7,What? I don't understand……,什么？我不理解……
S143L8,"The Emperor is suspicious and wants to maintain the balance between factions. If you tell the truth directly and let him find out that all the accusations point to Zhang.Jingya and the Iron Blooded Army, he will become suspicious and lean towards Zhang.Jingya. Moreover, you don't have any conclusive evidence that Zhang.Jingya issued the mission, right? But you also can't blame no one. You can state that it was Xi.Zhihong who issued the mission beyond her authority, and you found it unreasonable, so you did not carry it out",帝皇多疑， 又要维持派系间的平衡。如果你一切都直接说实话， 让他发现所有的矛头都指向张静雅和铁血军， 他反而会起疑心， 导致他偏向张静雅。而且你并没有确凿的证据证明是张静雅发布的任务不是吗？但你也不能谁都不给， 你可以声明这是戏志宏越级发布的任务， 你觉得不合理所以并未执行
S143L9,"Xi.Zhihong is the staff officer of the Iron Blooded Army. When he issued the mission, he had Zhang.Jingya's identification code and credentials. Should I mention this information?",戏志宏是铁血军的参谋， 他发布任务的时候带着张静雅的识别码和信物， 我需要透露这个信息吗？
